edep,crystal,slice_sect,num_of_int
180.55,33,0,1
620.23,20,51,1
917.057,138,15,1
294.373,139,41,2
204.895,141,51,1
263.675,141,42,2
76.792,144,20,1
111.795,7,34,1
80.0,51,4,1
114.367,72,54,1
80.0,1,1,1
100.45,93,33,1
1680.0,159,40,3
80.0,84,0,1
480.0,78,12,3
5.223,15,34,1
1065.421,110,35,2
214.58,108,41,2
1139.098,84,32,2
301.594,84,34,1
239.308,84,44,2
78.298,61,5,1
296.161,152,5,2
183.839,45,21,2
519.036,73,12,1
65.824,73,13,1
63.158,73,3,1
94.237,73,2,2
137.745,155,3,1
1347.96,34,15,1
332.04,33,14,1
938.364,23,55,1
94.431,23,50,1
7.832,22,2,1
80.0,123,5,1
480.0,93,2,1
879.999,74,40,5
312.572,114,23,2
577.96,101,12,1
161.995,101,21,1
313.73400000000004,10,15,2
166.266,10,5,1
827.563,78,10,1
80.0,161,4,2
265.51,59,4,1
214.49,59,0,1
724.059,105,15,1
70.83,102,32,1
485.111,102,33,4
1680.0,118,52,4
59.227,36,5,1
274.295,111,43,1
264.588,164,31,1
144.845,163,45,1
26.369,163,35,1
85.49600000000001,163,25,2
140.47,163,34,3
727.903,6,10,1
720.2750000000001,6,45,2
215.555,6,15,2
16.267,6,25,1
122.635,6,15,1
80.0,135,2,1
32.39,35,21,1
84.834,35,32,1
362.77599999999995,35,42,4
450.342,0,5,1
211.8,0,4,1
18.567,0,3,1
1280.0,47,33,4
80.0,57,0,1
807.184,116,3,1
250.562,116,2,1
222.253,15,14,2
187.533,123,3,1
297.794,123,4,1
3.209,123,25,1
248.468,123,40,1
80.0,46,5,1
128.397,155,4,1
154.425,155,22,2
197.178,151,15,1
1358.649,63,21,1
321.351,63,22,2
479.999,63,12,3
391.285,134,45,1
384.396,134,40,3
104.319,134,50,1
212.942,4,41,2
828.3249999999999,4,51,2
32.127,4,41,1
76.139,3,34,2
140.124,0,34,1
62.271,79,10,1
480.0,16,31,4
179.72000000000003,32,4,2
336.704,32,35,1
195.167,30,30,2
168.409,30,20,1
441.545,140,33,1
80.0,40,0,1
213.353,135,12,2
168.84,94,2,1
467.803,123,10,1
26.749,123,25,1
80.0,126,4,1
303.178,132,43,2
80.0,101,1,1
801.447,69,35,2
255.507,72,42,2
223.045,72,32,1
996.051,30,54,1
78.532,9,1,1
65.224,72,1,1
414.77599999999995,70,42,2
360.861,36,10,1
538.7760000000001,37,40,2
380.36300000000006,37,45,5
800.592,102,21,1
80.862,106,42,1
80.0,77,3,2
480.0,158,12,3
9.775,39,1,1
235.709,39,31,1
203.125,41,41,1
371.03200000000004,18,22,6
908.967,18,32,2
232.697,18,22,5
1024.512,31,3,1
110.748,31,12,1
343.629,31,42,2
480.0,46,0,2
510.365,41,4,1
295.519,85,55,1
170.292,85,35,1
177.144,105,3,1
22.724,108,4,1
159.002,108,14,1
80.0,118,2,1
73.045,152,1,1
138.587,152,20,1
268.368,155,52,2
80.0,141,4,1
153.653,33,21,1
17.198,76,32,2
133.069,76,43,1
176.08,76,33,2
725.172,145,40,1
186.745,146,50,1
61.657,115,2,1
6.698,94,12,1
198.001,94,32,1
275.3,94,42,1
572.381,157,1,1
72.83,158,0,1
46.216,154,2,1
188.573,153,10,1
448.836,0,5,1
44.653,17,24,1
353.551,15,40,3
191.161,119,21,1
123.114,72,55,1
300.379,96,4,1
179.621,111,31,1
880.0,10,15,4
1353.725,127,41,1
130.908,126,40,1
195.366,126,45,1
80.0,155,5,1
704.01,24,24,2
60.144,67,21,1
107.271,66,25,1
937.922,163,4,1
154.702,94,3,1
8.418,94,13,2
178.958,94,22,2
80.0,69,4,1
683.769,123,23,2
4.789,123,22,1
165.286,123,21,1
426.156,123,30,1
1334.658,95,4,1
19.435,95,24,1
139.473,46,25,1
80.0,116,3,1
503.087,54,21,1
376.91200000000003,54,31,3
80.0,34,4,1
111.639,2,4,1
368.361,2,14,1
421.197,17,12,1
79.28,141,4,1
138.79,49,31,1
497.531,49,51,2
183.039,16,51,2
777.149,76,11,1
502.851,76,10,1
1440.327,134,4,2
43.903,26,1,1
195.76999999999998,26,11,2
80.0,49,2,1
1280.0,77,12,5
37.527,101,20,1
629.483,88,4,1
138.95,135,0,3
111.568,137,0,1
79.607,47,1,3
148.394,47,0,1
717.602,39,4,1
80.0,111,1,1
73.934,162,4,1
147.667,162,15,1
124.373,90,22,1
91.132,90,12,2
185.414,136,34,1
500.74199999999996,136,54,4
69.02000000000001,136,35,2
124.825,136,41,1
5.437,40,13,1
1269.115,20,32,1
66.181,19,45,1
19.634,19,44,1
325.069,49,54,1
80.0,154,5,1
220.848,160,3,1
259.152,160,4,1
36.034,13,1,1
445.004,13,21,1
114.88199999999999,13,22,2
140.768,2,24,1
143.311,13,23,2
126.194,70,11,1
653.936,70,21,1
313.011,70,35,1
76.456,70,33,1
1080.765,143,20,1
314.292,142,30,1
284.944,142,20,2
80.0,128,0,1
305.877,4,13,1
134.681,8,25,1
26.371,6,21,1
83.103,6,10,1
2.65,6,0,1
971.39,124,1,1
99.414,124,2,2
12.564,124,3,1
46.727,124,4,1
149.905,4,2,1
1160.683,36,13,1
303.555,36,30,1
215.762,37,0,1
80.0,132,5,1
279.531,20,13,1
63.431,103,14,3
137.038,103,24,1
880.0,21,30,3
1002.015,159,21,1
277.985,159,13,3
1069.33,43,10,1
308.899,43,21,1
92.799,42,54,2
80.0,153,2,1
1060.555,9,34,1
219.44400000000002,9,24,2
649.173,82,41,1
399.854,82,51,1
51.32,82,55,1
160.627,82,50,1
127.924,13,13,1
171.718,15,35,1
63.584,55,1,1
339.81,55,31,1
1458.5459999999998,142,31,4
221.455,142,32,1
292.104,141,2,1
987.8960000000001,141,34,2
80.0,39,4,1
175.115,122,2,1
12.756,118,34,1
19.574,118,33,1
10.44,70,34,1
251.392,70,45,1
684.3380000000001,59,5,2
17.646,90,14,1
128.354,90,24,1
784.316,33,32,2
180.346,33,40,3
56.557,30,52,2
258.78,30,41,2
80.0,82,4,1
95.34,124,53,1
119.083,88,15,1
80.0,30,5,1
226.028,21,2,1
24.409,21,5,1
229.563,22,0,3
515.696,41,32,1
1154.61,43,44,1
296.153,43,35,2
80.0,20,1,1
68.179,78,14,1
411.821,78,23,2
167.11,129,30,1
485.896,129,40,1
1446.678,99,20,1
233.322,99,10,1
105.109,60,15,1
238.23,61,42,1
136.661,61,41,2
544.459,29,23,1
80.0,87,2,1
314.509,128,35,3
165.491,128,45,1
149.713,128,35,1
19.429,67,41,1
719.602,91,1,1
54.695,91,24,1
107.355,91,34,1
398.34799999999996,88,53,4
933.525,142,42,1
459.807,142,41,1
286.667,141,25,1
79.474,81,24,1
174.482,116,25,2
118.58500000000001,116,33,3
186.934,115,20,1
861.057,30,32,1
679.829,30,42,3
139.115,30,41,2
80.0,160,0,1
174.38299999999998,59,1,2
4.714,59,10,1
300.903,59,25,1
880.0,130,25,1
906.117,152,5,1
373.88300000000004,151,15,2
15.367,135,0,1
249.945,36,40,2
230.055,36,30,1
568.393,40,10,4
21.025,40,20,1
202.149,40,21,2
413.45,61,31,1
136.61,61,54,1
209.166,35,15,1
302.782,35,35,1
3.037,35,30,1
365.015,11,33,3
458.409,37,41,2
164.707,37,20,1
1680.0,23,33,1
80.0,3,4,1
110.691,58,22,1
369.309,58,32,1
136.828,69,0,1
268.194,69,20,1
152.785,69,35,1
92.547,69,41,1
30.367,69,51,1
199.278,69,50,3
348.13599999999997,80,2,2
86.842,80,12,1
276.071,80,21,1
73.771,139,15,1
1240.737,139,25,1
23.511,136,32,1
218.658,136,21,1
80.0,127,5,1
200.513,148,4,3
364.057,85,5,1
143.212,85,14,1
175.642,85,24,2
197.09,85,15,1
1393.081,159,33,2
286.919,159,23,2
80.0,52,1,1
216.21699999999998,106,35,2
70.251,106,30,2
131.38,107,30,1
174.643,133,44,1
80.0,3,2,1
341.4,125,35,1
1280.0,121,35,3
1527.836,5,33,3
28.537,5,42,1
123.627,5,43,1
80.0,79,5,1
214.362,4,4,2
265.638,4,14,1
131.368,4,4,1
77.228,56,0,1
284.658,56,20,1
76.134,101,52,1
1680.0,24,54,3
80.0,132,4,1
360.291,7,0,1
519.7090000000001,8,20,2
80.0,161,0,1
480.0,4,10,3
629.359,157,5,1
139.85,40,41,2
100.594,40,31,3
314.594,54,4,1
44.622,90,10,1
435.377,91,40,3
548.221,113,14,2
331.779,113,24,1
165.624,113,14,1
1290.175,29,30,2
90.186,29,21,1
98.978,8,33,1
200.662,8,42,2
80.0,90,3,1
233.171,73,24,2
12.39,124,13,1
234.439,124,4,2
476.286,91,13,1
55.994,91,24,1
201.885,47,24,2
349.719,147,20,1
930.2810000000001,149,50,4
1402.147,113,3,1
61.624,69,10,1
216.228,69,31,4
80.0,123,1,1
480.0,149,14,2
1015.2349999999999,46,41,4
20.588,46,51,1
244.178,46,52,1
160.726,46,41,2
510.816,20,34,1
948.212,20,54,2
80.0,119,4,1
128.49,161,10,1
178.555,161,20,1
16.359,161,21,1
639.99,103,3,2
240.011,129,3,2
913.303,137,25,1
313.48,136,0,2
238.058,50,3,4
50.395,107,22,1
628.023,97,25,2
73.769,97,35,2
3.521,50,43,1
174.687,50,53,1
791.347,107,32,1
360.406,107,33,5
128.248,107,45,3
670.343,129,42,1
80.0,139,5,1
86.137,74,25,1
63.404,74,35,1
128.861,74,30,1
201.59699999999998,74,20,2
165.826,62,4,1
507.648,62,5,1
206.526,37,0,1
1003.559,104,30,1
50.017,104,31,1
76.60199999999999,104,20,2
149.822,104,10,2
1311.481,129,10,1
197.086,131,11,1
13.844,131,20,1
157.588,131,30,2
80.0,116,4,1
893.143,107,0,1
104.992,107,13,1
135.277,62,22,1
146.588,107,23,1
42.482,1,42,1
69.559,141,34,1
879.999,164,0,4
789.495,152,31,1
92.628,152,41,1
124.745,152,50,2
61.04,152,40,1
97.958,152,50,1
80.0,162,3,1
434.72200000000004,43,15,2
45.278,43,5,1
148.365,43,15,1
576.748,140,43,1
303.252,140,44,1
829.855,92,4,2
148.458,92,24,1
51.864,163,33,1
106.344,163,43,1
143.478,94,44,2
169.842,24,24,1
622.453,24,44,1
80.0,94,3,1
330.681,45,4,2
149.319,45,5,1
602.77,50,51,1
1421.811,35,41,1
98.395,35,31,1
76.499,18,4,1
64.143,158,24,1
1615.8559999999998,158,44,3
80.0,97,2,1
480.0,35,0,1
1395.915,115,21,1
176.00799999999998,111,31,2
128.542,121,2,1
178.226,121,12,1
173.232,121,13,4
78.654,109,1,1
589.385,109,32,1
211.96099999999998,109,31,3
1054.484,163,4,1
225.516,112,10,1
80.0,39,5,1
618.881,73,20,1
7.694,73,15,1
253.425,73,14,5
80.0,61,1,1
479.999,105,5,4
492.161,139,5,1
574.809,138,30,1
213.03,139,30,1
1112.322,84,11,1
567.678,84,33,3
50.833,36,21,1
429.167,36,31,4
329.294,16,25,1
495.015,17,41,3
55.691,17,31,1
121.122,17,41,2
1004.955,37,35,1
11.089,37,25,1
162.94,37,20,3
101.016,37,23,1
1345.562,3,5,1
133.964,20,4,1
140.24,1,5,1
80.0,36,2,1
143.867,65,25,1
17.353,65,20,1
318.78,65,30,3
655.207,59,1,1
409.583,59,10,1
34.201,58,5,1
181.009,0,1,1
80.0,13,23,1
238.238,137,10,5
183.229,137,20,1
113.51400000000001,137,10,3
58.534,137,1,1
110.59700000000001,137,10,2
630.294,101,23,1
319.8,116,15,1
960.1990000000001,116,25,3
43.079,120,23,1
14.334,46,42,1
279.485,64,23,1
91.205,64,33,1
89.00800000000001,64,44,2
100.79,65,52,1
319.512,65,53,1
99.022,89,10,1
1045.367,89,20,3
135.611,89,35,1
80.0,87,1,1
203.073,130,23,1
162.67,161,14,1
177.164,94,3,1
397.783,94,23,1
305.053,94,22,4
1256.1129999999998,16,10,2
160.673,16,1,1
671.94,32,3,1
21.8,133,5,1
186.26,134,11,1
585.781,49,2,1
168.557,49,35,1
267.141,49,45,1
80.0,10,3,1
72.439,98,3,1
577.491,151,30,1
149.24,15,4,2
330.76099999999997,42,33,2
758.817,110,4,2
121.18299999999999,110,3,3
88.622,110,4,1
80.0,19,3,1
480.0,96,11,1
339.113,145,34,1
540.887,145,44,1
66.198,110,4,1
199.136,110,14,1
17.301,110,24,1
197.365,112,2,1
681.664,80,52,1
1379.054,1,45,1
10.653,1,35,1
290.29200000000003,1,32,2
68.316,94,3,1
121.604,138,4,2
358.396,138,14,1
755.069,46,0,1
86.92,45,10,2
268.554,45,21,1
37.93,45,11,1
7.343,45,10,1
131.526,45,15,1
171.918,132,31,1
70.471,132,41,1
80.0,9,0,2
1056.385,140,11,2
223.614,140,2,3
80.0,103,4,1
288.666,95,21,1
189.839,47,12,1
164.76100000000002,144,25,2
370.903,145,51,1
316.48400000000004,145,52,3
256.61,157,15,1
69.50200000000001,156,53,2
54.847,139,23,1
71.373,147,3,2
13.457,36,0,1
275.45,38,20,1
191.09300000000002,38,10,3
1060.162,71,32,1
219.838,71,22,2
188.066,125,40,1
859.546,125,50,1
155.362,123,50,1
80.0,65,3,1
480.0,79,44,2
625.398,73,22,1
61.775,73,45,1
21.798,99,1,1
170.939,99,10,1
49.016999999999996,99,0,3
116.759,101,5,1
80.0,32,0,1
26.115,156,34,1
453.885,156,44,1
366.649,142,12,3
1313.351,142,22,1
229.204,142,12,2
157.45,151,0,1
322.55,151,11,1
675.467,78,11,1
23.627,78,1,1
180.906,129,0,2
1126.2930000000001,10,42,4
153.706,10,43,1
80.0,108,1,1
221.314,21,0,1
258.686,21,12,1
640.675,6,55,2
239.325,7,40,1
900.748,109,50,1
80.0,87,4,2
480.0,32,20,2
150.963,36,0,2
547.072,68,22,1
544.443,68,41,1
188.485,68,32,1
208.528,97,12,1
1150.752,97,42,1
14.326,97,43,1
306.395,95,44,2
241.882,19,2,2
238.11700000000002,53,24,4
880.0,28,21,2
502.325,3,11,1
410.48699999999997,1,42,3
1021.758,150,35,1
341.727,150,51,1
316.515,152,44,3
80.0,65,3,1
316.75,104,33,2
163.25,104,23,3
1025.727,47,12,2
254.273,47,2,3
80.0,126,1,1
202.87300000000002,73,0,2
121.429,30,24,1
155.698,30,23,1
327.047,115,40,2
552.953,115,50,1
210.505,115,40,1
425.73,99,55,1
64.309,3,0,1
480.001,104,32,5
294.486,15,4,2
191.674,45,44,3
902.336,36,42,1
377.664,36,41,4
1096.675,20,4,1
240.992,1,24,1
159.295,22,34,1
74.531,1,33,1
108.507,22,24,1
80.0,121,2,1
277.7,50,13,1
14.881,97,4,1
41.522,97,13,1
145.897,46,24,1
474.989,37,4,1
226.707,76,4,1
114.948,37,13,4
63.356,37,23,2
96.303,37,13,1
1025.692,47,12,1
254.308,47,0,1
1327.878,24,0,1
12.242,25,4,1
43.86,25,14,1
184.935,25,25,1
72.479,128,2,1
480.0,89,4,3
646.02,18,10,1
233.98,60,4,1
960.948,42,4,3
112.815,42,3,1
206.237,42,13,2
216.456,42,4,2
1381.979,80,13,1
119.87,80,3,1
178.151,77,22,1
80.0,154,2,1
750.021,159,0,3
129.979,159,10,1
150.163,159,0,1
427.547,122,34,2
80.0,44,3,1
193.185,158,32,1
309.702,106,11,1
338.508,105,30,1
97.174,106,31,1
134.61599999999999,105,35,2
4.542,111,2,1
75.458,114,15,1
696.6,10,3,2
183.399,148,0,1
96.217,144,22,1
133.91,141,25,1
80.0,4,1,2
77.365,91,23,1
313.387,91,33,2
89.24799999999999,91,43,2
130.207,91,33,1
580.2829999999999,156,22,2
299.716,146,33,2
964.155,90,30,1
315.845,90,31,4
233.014,146,44,4
80.0,37,5,1
224.576,45,5,2
235.25,97,13,1
188.966,97,23,2
177.14,97,14,3
1071.402,143,44,1
20.117,103,33,1
188.481,103,23,2
1248.228,155,2,2
50.079,155,3,1
381.69399999999996,155,4,2
67.6,48,15,1
63.245,40,4,1
79.398,40,34,1
48.561,40,33,1
122.432,40,22,1
366.07,152,32,1
13.311,152,43,1
625.877,39,51,1
209.159,107,13,1
1392.38,42,23,3
287.62,42,14,2
259.209,30,0,2
220.791,30,1,2
577.65,10,53,1
4.563,40,54,1
44.46,10,3,1
627.096,10,23,1
1090.21,99,45,1
307.663,100,50,1
282.127,100,51,1
480.0,23,12,4
614.241,47,14,2
1.945,47,15,1
8.632,47,20,1
26.675,46,30,1
82.259,148,33,1
80.0,41,1,1
21.428,85,3,1
150.307,98,42,1
729.692,98,51,3
909.369,13,13,2
82.024,13,14,1
45.224,13,4,1
243.38299999999998,16,4,2
1680.0,42,15,1
80.0,137,1,1
275.742,13,4,2
204.25799999999998,105,31,2
696.076,36,0,1
541.281,43,14,1
80.0,87,0,1
349.806,60,14,2
709.665,31,10,1
570.335,30,25,1
80.0,87,4,1
480.0,10,51,3
390.602,129,1,1
489.398,129,11,1
934.306,115,20,1
345.694,115,25,1
80.0,133,4,1
140.464,156,2,2
339.535,156,12,3
128.084,86,13,1
606.8720000000001,86,33,3
145.044,86,23,1
833.817,88,13,2
446.182,88,23,2
172.193,88,13,1
313.461,1,14,1
1133.266,1,25,1
80.0,118,0,1
144.887,91,13,1
182.331,91,24,1
152.782,134,24,2
4.061,160,3,1
234.54000000000002,160,13,2
641.4,160,23,4
95.364,74,3,1
46.6,74,43,1
80.0,90,11,1
21.583,85,1,1
30.084,85,55,1
13.216,127,41,1
1462.336,90,4,2
38.499,32,1,1
179.165,32,0,1
80.0,110,5,1
289.574,9,35,1
190.426,9,22,1
41.265,88,33,1
438.531,52,11,1
592.267,52,22,1
18.959,52,20,2
230.244,51,11,1
1011.445,138,10,1
668.5539999999999,138,21,5
80.0,47,4,1
445.764,6,5,1
164.007,0,54,2
443.608,66,11,1
836.391,66,21,3
80.0,98,1,1
480.00000000000006,77,25,6
11.531,70,41,1
294.17,70,52,1
651.996,152,34,1
6.848,152,53,1
247.722,93,25,1
556.5,93,45,3
368.838,93,50,1
150.965,94,55,1
80.0,33,5,2
65.915,95,32,1
25.345,95,52,1
1006.9639999999999,126,0,2
138.761,126,15,2
134.276,126,24,1
946.831,32,34,1
441.109,32,42,1
92.4,32,40,1
199.65900000000002,32,30,2
80.0,73,0,1
316.554,45,21,2
163.445,45,11,1
541.077,146,2,1
123.206,146,3,1
44.197,5,4,1
171.52,22,14,1
789.865,81,33,2
1679.999,91,23,4
80.0,157,4,1
107.225,43,15,1
372.77500000000003,44,21,2
595.082,126,2,1
89.2,126,0,2
24.587,127,20,1
67.048,127,30,2
104.082,127,31,1
82.191,103,2,1
85.67299999999999,40,0,3
121.592,27,5,2
62.065,52,32,1
247.382,78,5,2
133.676,78,0,1
36.938,78,5,1
98.942,78,15,1
217.148,81,1,1
749.733,83,25,1
26.107,83,4,1
53.729,83,3,1
233.283,83,2,1
654.854,108,10,2
393.802,108,21,1
336.243,108,20,1
157.704,108,24,2
137.397,108,34,1
80.0,160,5,1
331.183,105,41,1
29.585,109,42,1
89.614,107,45,1
1011.521,160,1,1
44.257,50,24,1
224.221,50,35,3
1580.4900000000002,124,23,5
99.51,124,33,1
155.38299999999998,124,23,2
68.935,112,11,1
411.065,112,32,3
575.423,127,42,1
304.577,127,41,3
1442.911,115,31,1
82.35400000000001,115,22,3
154.735,115,23,2
80.0,28,1,1
122.12,108,4,1
357.88,108,13,2
353.819,65,32,1
926.181,65,51,2
59.775,117,10,1
1378.34,117,40,1
2.221,117,30,1
11.143,119,2,1
70.851,122,13,1
157.671,122,23,1
400.991,136,21,2
320.326,143,11,1
185.933,143,0,1
1074.328,89,4,1
205.673,54,4,2
1401.386,83,4,1
123.222,132,0,1
80.0,23,0,1
480.0,102,5,3
612.622,102,22,2
267.378,102,31,1
969.233,1,13,1
710.767,22,34,2
80.0,93,0,1
259.592,63,40,2
5.487,63,30,1
127.856,63,31,1
726.629,163,35,3
153.37199999999999,137,43,2
815.836,73,2,1
13.423,77,32,1
9.313,80,52,1
108.646,80,42,1
1047.934,41,2,1
96.936,44,11,1
317.195,44,20,1
66.815,43,10,1
151.119,43,20,2
80.0,65,3,2
99.999,13,21,1
380.001,13,30,1
131.355,140,1,1
181.842,140,21,1
537.08,140,41,1
258.443,84,24,1
93.616,39,24,1
49.466,84,33,2
318.847,59,43,1
389.09,102,30,1
615.257,102,40,1
47.694,104,35,1
168.515,102,11,1
488.322,7,10,1
377.611,7,21,1
32.466,7,31,1
170.703,7,51,1
80.0,99,4,1
480.0,10,1,3
434.425,60,2,2
293.372,60,12,1
127.982,81,4,1
192.479,49,14,1
119.028,19,23,1
34.462999999999994,49,23,3
134.03,49,12,1
134.096,89,13,1
914.144,89,23,1
231.76,89,12,1
80.0,74,5,1
163.38,48,3,1
56.718,45,24,1
161.264,45,45,1
1280.0,83,14,2
80.0,106,4,1
151.661,140,20,1
328.339,140,31,4
635.4,154,0,1
244.6,116,14,2
1051.307,148,25,1
63.409,148,4,1
28.854,148,5,1
136.429,148,2,1
730.748,158,3,1
58.596,87,5,1
198.391,6,35,1
281.60900000000004,7,31,3
880.0,32,11,1
110.41,134,4,1
279.099,134,24,1
560.425,134,51,2
80.0,78,5,2
24.998,23,20,1
455.002,23,40,1
397.445,151,14,1
286.89,151,23,1
195.665,151,24,1
212.332,80,4,1
1066.638,80,35,1
74.412,80,30,1
80.0,43,4,1
176.806,145,10,1
100.883,145,33,2
202.31,149,55,2
484.945,75,15,2
395.055,33,23,1
316.154,34,25,1
716.659,34,35,3
1.431,34,30,1
245.755,33,35,4
1127.057,56,4,1
552.943,56,5,3
80.0,69,3,1
315.03700000000003,146,21,2
35.903,145,25,1
3.458,146,10,1
125.602,146,0,2
704.369,105,15,1
499.68100000000004,105,34,3
69.097,91,3,1
480.0,157,13,1
57.833,32,32,1
1280.0,50,13,3
1402.1059999999998,109,0,2
277.895,109,5,1
75.096,82,0,1
89.342,82,24,1
25.839,133,44,1
312.27500000000003,95,3,2
567.726,95,13,3
971.738,10,24,1
308.26099999999997,10,11,2
442.397,22,2,1
468.802,22,22,1
287.406,22,34,1
330.267,5,23,4
151.129,5,32,1
133.596,5,23,3
80.0,57,5,2
374.882,63,41,1
628.812,73,24,1
717.3090000000001,124,43,2
115.554,124,30,2
97.142,124,11,1
121.183,124,21,1
80.0,25,5,1
480.0,100,15,2
100.794,14,21,1
597.557,14,41,2
181.649,44,33,1
1503.122,38,21,2
176.878,38,11,1
80.0,57,3,1
161.969,16,0,1
318.031,16,10,3
119.102,81,3,1
151.418,81,23,1
1680.0,51,14,3
80.0,125,1,1
140.229,78,40,2
339.771,78,50,1
653.194,92,1,1
441.15,91,31,1
185.656,91,20,3
80.0,138,4,1
119.934,77,10,1
360.066,75,10,1
1286.8,54,3,2
111.24,67,10,1
52.095,66,20,2
94.942,67,11,1
80.0,67,0,1
225.645,99,23,1
254.355,99,24,1
213.433,82,24,1
666.566,82,43,5
982.131,61,23,3
81.478,61,24,1
17.652,61,20,2
26.737,60,30,1
172.001,60,20,1
333.506,128,20,1
988.029,128,52,1
28.827,128,54,1
480.0,140,23,2
404.513,148,32,1
255.556,148,41,1
219.931,152,30,1
75.357,99,15,1
529.122,99,25,1
37.435,99,34,1
160.418,96,45,1
332.405,96,55,4
3.262,96,50,1
76.233,17,24,1
19.555,75,0,1
460.445,77,30,2
167.966,120,24,1
124.532,54,1,1
80.0,131,10,1
290.168,145,0,1
14.23,52,31,1
175.602,51,35,1
498.614,162,22,1
81.565,162,31,1
68.978,164,34,1
856.815,5,2,1
183.523,5,11,1
239.663,26,3,1
864.236,15,21,1
591.652,49,32,1
31.951,17,35,1
192.16,17,25,2
80.0,1,0,1
480.0,99,22,1
672.7570000000001,61,30,2
207.243,61,0,1
164.714,76,52,1
536.684,163,45,1
24.165,163,54,1
80.0,35,4,1
103.065,156,43,1
321.379,156,53,1
995.6370000000001,84,23,2
284.363,84,22,1
194.427,84,23,1
1267.728,23,1,2
161.994,22,4,1
76.913,22,14,1
173.365,22,15,3
80.0,96,2,1
219.682,113,3,1
169.26999999999998,75,23,3
1247.221,145,22,1
261.404,145,33,1
171.374,145,23,1
101.52,75,0,1
101.53,75,11,2
89.223,73,12,1
187.726,84,0,2
880.0,72,51,1
399.06,32,14,1
602.994,32,24,2
151.764,32,35,1
1430.002,74,10,1
40.658,74,0,1
209.34,74,1,1
80.0,102,0,1
19.078,85,25,1
460.92100000000005,85,35,4
1131.625,157,22,4
148.374,157,12,1
589.503,38,50,1
1075.472,39,22,2
204.52800000000002,39,12,2
1177.641,116,21,1
95.286,68,33,1
101.84899999999999,68,34,2
234.995,68,35,3
80.0,2,0,1
59.6,43,1,1
38.043,43,21,1
186.96800000000002,43,31,2
195.39,43,41,1
186.621,43,31,1
497.328,3,0,2
184.61,5,0,2
198.061,5,1,2
34.5,5,0,1
106.703,5,1,1
1423.9189999999999,79,41,3
37.57,79,51,1
480.0,39,5,3
58.258,157,14,1
1221.7410000000004,157,54,5
62.512,73,25,1
196.72500000000002,29,4,2
28.065,29,3,1
119.462,81,0,1
135.747,81,1,1
161.885,116,44,1
1280.0,163,44,1
1223.636,122,1,1
269.585,122,3,1
186.779,122,12,1
77.428,54,32,1
806.131,150,12,2
473.871,114,34,4
32.758,7,43,1
1647.243,7,53,3
103.306,116,23,1
840.753,23,25,1
439.24699999999996,23,20,2
80.0,9,3,1
302.155,138,3,2
177.845,138,12,1
880.0,10,12,4
616.146,91,1,4
663.855,91,21,2
232.394,91,1,3
132.14,4,4,1
747.8589999999999,4,30,3
604.49,143,42,1
461.33,143,52,2
1468.424,147,2,1
211.575,43,4,2
80.0,113,3,1
244.284,15,25,1
235.71599999999998,15,23,5
638.193,79,43,3
211.416,127,44,1
34.668,120,0,1
231.289,122,10,1
171.972,120,20,3
1307.635,124,1,1
11.191,124,4,1
112.917,28,1,1
178.146,141,12,3
76.538,109,1,1
189.305,28,32,2
118.118,26,55,1
65.846,26,44,1
106.731,26,45,2
693.6179999999999,54,34,4
186.38299999999998,54,32,3
408.717,79,4,1
602.349,79,21,1
268.934,79,20,1
80.0,68,0,1
126.458,116,35,1
179.278,116,40,1
60.487,116,31,1
113.777,116,30,2
119.595,17,15,1
80.0,99,4,1
144.731,109,15,1
159.834,108,41,1
175.435,108,40,2
964.442,97,44,1
129.123,97,45,1
186.436,97,35,1
65.183,33,2,1
39.159,82,25,1
66.904,82,34,1
146.332,82,44,2
227.605,82,53,2
39.205,145,0,1
499.421,145,20,1
341.373,144,20,1
860.006,59,11,1
419.994,25,32,3
80.0,158,24,1
480.0,60,2,1
796.081,127,14,2
117.635,127,24,1
16.07,127,34,1
40.795,127,44,1
144.112,127,54,3
193.88,21,21,2
80.0,77,1,1
56.24,118,1,1
29.662,26,13,1
302.662,26,23,1
416.923,5,52,3
130.753,5,42,1
141.992,5,52,1
753.416,106,41,1
652.9159999999999,106,51,2
173.31500000000003,106,52,3
80.0,146,3,1
480.0,33,10,4
1280.0009999999997,31,30,6
1680.0,77,33,1
80.0,78,5,1
88.223,134,34,1
92.628,134,45,1
38.732,134,55,1
56.48,27,32,1
88.414,27,43,1
254.624,27,42,1
86.834,27,53,1
397.637,162,20,1
230.834,162,55,2
1680.0,146,15,2
80.0,108,5,1
43.029,62,4,1
880.0,80,13,2
1031.768,124,14,1
89.281,159,0,2
158.95,159,5,1
80.0,59,0,2
306.506,137,2,1
173.494,144,5,1
68.794,85,2,1
598.689,85,33,1
212.517,41,5,1
1063.738,91,5,2
34.017,91,0,1
182.245,91,3,1
80.0,116,1,1
364.667,98,3,1
381.91600000000005,98,14,4
133.417,98,13,1
467.506,47,2,2
812.495,47,12,1
228.725,47,2,1
612.762,10,4,1
818.711,10,34,1
84.896,10,25,2
50.532,38,23,3
113.099,38,13,1
80.0,118,1,1
526.262,160,2,1
123.202,160,23,1
1221.044,119,32,1
458.956,122,32,3
80.0,136,2,1
341.158,143,31,1
34.97,143,32,1
878.749,103,33,2
